IDC;CNPJ Cliente;Desc estab;UF do Cliente;Cod Item Cliente;Desc Item Cliente;Marca Cliente;Cod Item;Desc Item;Marca da resposta;Qtd.;Status;Motivo da Rejeição;Data Inicial;Val. Unit.;Data de Encerramento;Estab;Vendedor;Valor Total;Região;Família;Data Resposta
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;532;avastin 100 mg (25 mgml) sol inj fa 4 ml;ROCHE;7,89623E+12;avastin 100mg;ROCHE;1;Perdido;;28/01/2026;R$ 2.119,26;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 2.119,26;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;747;kadcyla 160 mg pó liof inj fa;ROCHE;7,89623E+12;kadcyla 160mg;ROCHE;1;Perdido;;28/01/2026;R$ 13.946,32;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 13.946,32;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;969;alecensa 150 mg cápsula dura - caixa com 224;ROCHE;7,61333E+12;alecensa 150mg;ROCHE;224;Perdido;;28/01/2026;R$ 126,61;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 28.360,82;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;876;actemra 80 mg (20 mgml) sol inj fa 4 ml;ROCHE;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;1;Perdido;;28/01/2026;R$ 842,38;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 842,38;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;669;phesgo 1.200 mg  600 mg (80  40 mgml) sol inj fa 15 ml;ROCHE;7,61333E+12;phesgo;ROCHE;1;Perdido;;28/01/2026;R$ 47.995,51;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 47.995,51;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;744;kadcyla 100 mg pó liof inj fa;ROCHE;7,89623E+12;kadcyla 100mg;ROCHE;1;Perdido;;28/01/2026;R$ 8.716,45;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 8.716,45;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;883;actemra 400 mg (20 mgml) sol inj fa 20 ml;ROCHE;7,89623E+12;actemra(400mg/ 20ml) 20mg/ml ;ROCHE;1;Perdido;;28/01/2026;R$ 4.480,86;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 4.480,86;Sudeste;Medicamentos;28/01/2026
564037;4,86447E+13;Croma Oncologia (Abpf) (Croma Botafogo);RJ;667;phesgo 600 mg  600 mg (60  60 mgml) sol inj fa 10 ml;ROCHE;7,61333E+12;phesgo;ROCHE;1;Perdido;;28/01/2026;R$ 31.712,42;29/01/2026;FarmaPontual;3069-Bruna Faria;R$ 31.712,42;Sudeste;Medicamentos;28/01/2026
564891;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;69238;nucala 100 mg ser preenchida;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GLAXOSMITHKLINE BRASIL LTDA;8;Perdido;;28/01/2026;R$ 8.613,27;29/01/2026;Filial;50481-Vanusa Garcia;R$ 68.906,16;Sudeste;Medicamentos;29/01/2026
564951;03866223000124;Medradius (Maceió/Al) (Hosp. Medradius);AL;4640;actemra (tocilizumabe) 80mg/4ml fr/amp medicamento termolábil;ROCHE;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;9;Perdido;;28/01/2026;R$ 876,25;29/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 7.886,25;Nordeste;Medicamentos;29/01/2026
564841;1,66765E+13;Rede Mater Dei Saúde (Bet-Contagem);MG;117705;osimertinibe 80mg comp rev - tagrisso;ASTRAZENECA DO BRASIL LTDA;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;30;Perdido;;28/01/2026;R$ 1.088,53;29/01/2026;Filial;50483-Mateus Augusto;R$ 32.656,00;Sudeste;Dietas enterais;28/01/2026
564841;1,66765E+13;Rede Mater Dei Saúde (Bet-Contagem);MG;117705;osimertinibe 80mg comp rev - tagrisso;ASTRAZENECA DO BRASIL LTDA;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;30;Perdido;;28/01/2026;R$ 1.088,53;29/01/2026;Filial;50483-Mateus Augusto;R$ 32.656,00;Sudeste;Medicamentos;28/01/2026
564811;5,98478E+13;Austa Clínicas (Austa Clinicas);SP;419890;eylia 40mg / ml 40 mg/ml sol inj ivit ct 1 fa vd trans x 0,278 ml + agu;SEM VINCULO;7,89111E+12;eylia 1fa 0,278ml + 1agu 40mg/ml inj;BAYER S A ;2;Confirmado;;28/01/2026;R$ 1.960,20;29/01/2026;Filial;50481-Vanusa Garcia;R$ 3.920,40;Sudeste;Medicamentos;28/01/2026
564762;4,28923E+13;4health - Unimed Gov. Valadares (Lab Unimed);MG;2969;tocilizumabe 162mg/0,9ml sc ser;ROCHE;7,89623E+12;actemra 4ser preenc 162mg 0,9ml inj;ROCHE;4;Perdido;;28/01/2026;R$ 1.427,50;02/02/2026;Filial;50483-Mateus Augusto;R$ 5.710,00;Sudeste;Medicamentos;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Materiais de Laboratório e Banco de Sangue;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Materiais Odontológicos;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Materiais Médicos;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Dietas enterais;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Medicamentos;28/01/2026
564606;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;125839;ropolivy (polatuzumabe vedotina) 140mg fr/amp;SEM VINCULO;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;1;Perdido;;28/01/2026;R$ 73.880,00;29/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 73.880,00;Nordeste;Dietas enterais;28/01/2026
564606;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;125839;ropolivy (polatuzumabe vedotina) 140mg fr/amp;SEM VINCULO;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;1;Perdido;;28/01/2026;R$ 73.880,00;29/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 73.880,00;Nordeste;Medicamentos;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Materiais de Laboratório e Banco de Sangue;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Materiais Odontológicos;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Gêneros Alimentícios;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Materiais Médicos;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Dietas enterais;28/01/2026
564476;4,4456E+13;Unimed Bauru (Matriz);SP;27027;diu kyleena 19,5 mg;SEM VINCULO;7,89111E+12;kyleena 1diu + 1aplic 19,5mg;BAYER S A ;2;Perdido;;28/01/2026;R$ 1.087,90;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.175,80;Sudeste;Medicamentos;28/01/2026
564500;5,09442E+13;Hospital São Vicente De Paulo (Jundiaí) (Hsv);SP;11466;(ce) micafungina 100 mg;ACCORD FARMACEUTICA LTDA;7,89858E+12;micafungina sodica 100 mg po liof sol infus iv fa;ACCORD FARMACEUTICA LTDA;10;Perdido;;28/01/2026;R$ 272,00;29/01/2026;Filial;3069-Bruna Faria;R$ 2.720,00;Sudeste;Dietas enterais;28/01/2026
564500;5,09442E+13;Hospital São Vicente De Paulo (Jundiaí) (Hsv);SP;11466;(ce) micafungina 100 mg;ACCORD FARMACEUTICA LTDA;7,89858E+12;micafungina sodica 100 mg po liof sol infus iv fa;ACCORD FARMACEUTICA LTDA;10;Perdido;;28/01/2026;R$ 272,00;29/01/2026;Filial;3069-Bruna Faria;R$ 2.720,00;Sudeste;Medicamentos;28/01/2026
564343;03511658000156;Oncovida (Oncovida Onco);SP;665;gazyva 1000mg;SEM VINCULO;7,89623E+12;gazyva 1fa 40ml 1000mg inj;Outros;1;Confirmado;;28/01/2026;R$ 25.137,09;29/01/2026;FarmaPontual;50481-Vanusa Garcia;R$ 25.137,09;Sudeste;Dietas enterais;28/01/2026
564343;03511658000156;Oncovida (Oncovida Onco);SP;665;gazyva 1000mg;SEM VINCULO;7,89623E+12;gazyva 1fa 40ml 1000mg inj;Outros;1;Confirmado;;28/01/2026;R$ 25.137,09;29/01/2026;FarmaPontual;50481-Vanusa Garcia;R$ 25.137,09;Sudeste;Medicamentos;28/01/2026
564628;4,4456E+13;Unimed Bauru (Matriz);SP;3403;irinotecano 100mg - fap.;SEM VINCULO;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;58;Perdido;;28/01/2026;R$ 36,64;29/01/2026;Filial;50481-Vanusa Garcia;R$ 2.125,12;Sudeste;Gêneros Alimentícios;28/01/2026
564215;08380701000610;Unimed Natal - Tasy (Natal-Rn) (Hospital Unimed);RN;87047;ocrelizumabe 30 mg/ml sol inj iv fa 10 ml ocrevus;SEM VINCULO;7,61333E+12;ocrevus 1fa 10ml 30mg/ml inj;ROCHE;14;Perdido;;28/01/2026;R$ 42.931,00;28/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 601.034,00;Nordeste;Medicamentos;28/01/2026
564189;6,26384E+13;Trasmontano (Transmontano);SP;47628;secuquinumabe 150 mg/ml ser (cosentyx);SEM VINCULO;;;;0;Perdido;Produto sem estoque;28/01/2026;R$ 0,00;28/01/2026;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Medicamentos;28/01/2026
564189;6,26384E+13;Trasmontano (Transmontano);SP;37905;pertuzumabe 420mg fr amp 14ml (perjeta);SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;1;Confirmado;;28/01/2026;R$ 13.900,00;28/01/2026;Filial;50481-Vanusa Garcia;R$ 13.900,00;Sudeste;Medicamentos;28/01/2026
564137;6,29329E+13;Gsc - Ibcc (São Paulo/Sp) (Ibcc - Mooca);SP;83616;bussulfano 6mg/ml injetavel - 10ml;SEM VINCULO;BUSSULFANO 1FA 10ML 6MG/ML INJ;7,89858E+12;ACCORD FARMACEUTICA LTDA;30;Confirmado;;28/01/2026;R$ 921,49;28/01/2026;Filial;3069-Bruna Faria;R$ 27.644,70;Sudeste;Medicamentos;28/01/2026
563996;6,15904E+13;Hosp. Sírio Libanes (São Paulo/Sp) (Bela Vista);SP;138390;nexavar 200mg cp rev;BAYER S A ;7,89111E+12;nexavar 200mg;BAYER S A ;60;Perdido;;28/01/2026;R$ 129,89;28/01/2026;Filial;3069-Bruna Faria;R$ 7.793,66;Sudeste;Medicamentos;28/01/2026
563721;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;246847;nucala 100mg can aplic + agu sc inj (npad);SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;1;Perdido;;27/01/2026;R$ 9.243,00;28/01/2026;Filial;50483-Mateus Augusto;R$ 9.243,00;Sul;Medicamentos;27/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;669;phesgo 1.200 mg  600 mg (80  40 mgml) sol inj fa 15 ml;ROCHE;7,61333E+12;phesgo;ROCHE;1;Perdido;;28/01/2026;R$ 46.154,52;28/01/2026;Filial;3069-Bruna Faria;R$ 46.154,52;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;3213;perjeta her 420 mg  440 mg (30 mgml  21 mgml) sol inj fa 14 ml;SEM VINCULO;7,89623E+12;perjeta 420mg;ROCHE;1;Perdido;;28/01/2026;R$ 14.130,09;28/01/2026;Filial;3069-Bruna Faria;R$ 14.130,09;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;655;mabthera sc 1.400 mg (120 mgml) sol inj fa 11,7 ml;ROCHE;7,89623E+12;mabthera sc 1fa 11,7ml 1400mg inj;ROCHE;1;Perdido;;28/01/2026;R$ 10.512,72;28/01/2026;Filial;3069-Bruna Faria;R$ 10.512,72;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;1860;mabthera 500 mg (10 mgml) solucao injetavel frasco-ampola 50 ml;ROCHE;7,89623E+12;mabthera;ROCHE;1;Perdido;;28/01/2026;R$ 8.823,70;28/01/2026;Filial;3069-Bruna Faria;R$ 8.823,70;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;1012;zelboraf 240 mg comprimido revestido - caixa com 56;ROCHE;7,89623E+12;zelboraf;ROCHE;56;Perdido;;28/01/2026;R$ 181,50;28/01/2026;Filial;3069-Bruna Faria;R$ 10.164,25;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;1859;mabthera 100 mg (10 mgml) solucao injetavel frasco-ampola 10 ml;ROCHE;7,89623E+12;mabthera;ROCHE;1;Perdido;;28/01/2026;R$ 3.534,81;28/01/2026;Filial;3069-Bruna Faria;R$ 3.534,81;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;525;tecentriq 840 mg (60 mgml) sol inj fa 14 ml;ROCHE;7,91333E+12;tecentriq;ROCHE;1;Perdido;;28/01/2026;R$ 18.807,09;28/01/2026;Filial;3069-Bruna Faria;R$ 18.807,09;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;524;tecentriq 1.200 mg (60 mgml) sol inj fa 20 ml;ROCHE;7896226507118DF;tecentriq 1200mg;ROCHE;1;Perdido;;28/01/2026;R$ 26.867,80;28/01/2026;Filial;3069-Bruna Faria;R$ 26.867,80;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;2462;ropolivy 30 mg pó liof inj fa;ROCHE;7,61333E+12;ropolivy 1fa 30mg sol inj;ROCHE;1;Perdido;;28/01/2026;R$ 14.812,21;28/01/2026;Filial;3069-Bruna Faria;R$ 14.812,21;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;2463;ropolivy 140 mg pó liof inj fa;ROCHE;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;1;Perdido;;28/01/2026;R$ 69.127,59;28/01/2026;Filial;3069-Bruna Faria;R$ 69.127,59;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;667;phesgo 600 mg  600 mg (60  60 mgml) sol inj fa 10 ml;ROCHE;7,61333E+12;phesgo;ROCHE;1;Perdido;;28/01/2026;R$ 30.496,00;28/01/2026;Filial;3069-Bruna Faria;R$ 30.496,00;Sudeste;Medicamentos;28/01/2026
563232;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;34814;pertuzumabe 420 mg fr/amp (mestre);Outros;7,89623E+12;perjeta 420mg;Outros;1;Perdido;;27/01/2026;R$ 15.097,10;27/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 15.097,10;Nordeste;Dietas enterais;27/01/2026
563232;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;34814;pertuzumabe 420 mg fr/amp (mestre);Outros;7,89623E+12;perjeta 420mg;Outros;1;Perdido;;27/01/2026;R$ 15.097,10;27/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 15.097,10;Nordeste;Medicamentos;27/01/2026
563462;6,07658E+13;Hiae - Hospital Heliópolis (Heliopolis);SP;30681;gosserrelina 10,8 mg;SEM VINCULO;7,89621E+12;zoladex la 10,8mg;ASTRAZENECA DO BRASIL LTDA;50;Confirmado;;27/01/2026;R$ 1.509,04;27/01/2026;Filial;3069-Bruna Faria;R$ 75.452,00;Sudeste;Medicamentos;27/01/2026
563462;6,07658E+13;Hiae - Hospital Heliópolis (Heliopolis);SP;36169;lanreotida 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;5;Confirmado;;27/01/2026;R$ 3.767,37;27/01/2026;Filial;3069-Bruna Faria;R$ 18.836,85;Sudeste;Medicamentos;27/01/2026
563232;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;34814;pertuzumabe 420 mg fr/amp (mestre);ROCHE;7,89623E+12;perjeta 420mg;ROCHE;1;Perdido;;27/01/2026;R$ 15.089,50;27/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 15.089,50;Nordeste;Dietas enterais;27/01/2026
563232;1,23072E+13;Hosp. Santa Casa Maceió (Maceió/Al) (Sta Casa - Sccd);AL;34814;pertuzumabe 420 mg fr/amp (mestre);ROCHE;7,89623E+12;perjeta 420mg;ROCHE;1;Perdido;;27/01/2026;R$ 15.089,50;27/01/2026;FarmaPontual;50478-Adriana Araujo;R$ 15.089,50;Nordeste;Medicamentos;27/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;540;herceptin sc 600 mg (120 mgml) sol inj fa 5 ml;ROCHE;7,89623E+12;herceptin 600 mg sol inj sc ct fa vd trans x 5 ml;ROCHE;1;Perdido;;28/01/2026;R$ 12.749,42;28/01/2026;Filial;3069-Bruna Faria;R$ 12.749,42;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;768;gazyva 1.000 mg (25 mgml) sol inj fa 40 ml;ROCHE;7,89623E+12;gazyva 1fa 40ml 1000mg inj;ROCHE;1;Perdido;;28/01/2026;R$ 25.444,89;28/01/2026;Filial;3069-Bruna Faria;R$ 25.444,89;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;1148;cotellic 20 mg comprimido revestido - caixa com 63;ROCHE;BIO5B306E8F5CC2;cotellic 20mg;ROCHE;63;Perdido;;28/01/2026;R$ 343,06;28/01/2026;Filial;3069-Bruna Faria;R$ 21.613,00;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;534;avastin 400 mg (25 mgml) sol inj fa 16 ml;ROCHE;7,89623E+12;avastin 400mg;ROCHE;1;Perdido;;28/01/2026;R$ 8.205,59;28/01/2026;Filial;3069-Bruna Faria;R$ 8.205,59;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;532;avastin 100 mg (25 mgml) sol inj fa 4 ml;ROCHE;7,89623E+12;avastin 100mg;ROCHE;1;Perdido;;28/01/2026;R$ 2.119,26;28/01/2026;Filial;3069-Bruna Faria;R$ 2.119,26;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;969;alecensa 150 mg cápsula dura - caixa com 224;ROCHE;7,61333E+12;alecensa 150mg;ROCHE;224;Perdido;;28/01/2026;R$ 126,61;28/01/2026;Filial;3069-Bruna Faria;R$ 28.360,82;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;876;actemra 80 mg (20 mgml) sol inj fa 4 ml;ROCHE;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;1;Perdido;;28/01/2026;R$ 819,61;28/01/2026;Filial;3069-Bruna Faria;R$ 819,61;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;771;ocrevus 300 mg (30 mgml) sol inj fa 10 ml;ROCHE;7,61333E+12;ocrevus 1fa 10ml 30mg/ml inj;ROCHE;1;Perdido;;28/01/2026;R$ 39.665,73;28/01/2026;Filial;3069-Bruna Faria;R$ 39.665,73;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;883;actemra 400 mg (20 mgml) sol inj fa 20 ml;ROCHE;7,89623E+12;actemra(400mg/ 20ml) 20mg/ml ;ROCHE;1;Perdido;;28/01/2026;R$ 4.359,73;28/01/2026;Filial;3069-Bruna Faria;R$ 4.359,73;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;747;kadcyla 160 mg pó liof inj fa;ROCHE;7,89623E+12;kadcyla 160mg;ROCHE;1;Perdido;;28/01/2026;R$ 13.411,38;28/01/2026;Filial;3069-Bruna Faria;R$ 13.411,38;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;744;kadcyla 100 mg pó liof inj fa;ROCHE;7,89623E+12;kadcyla 100mg;ROCHE;1;Perdido;;28/01/2026;R$ 8.382,11;28/01/2026;Filial;3069-Bruna Faria;R$ 8.382,11;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;879;actemra 200 mg (20 mgml) sol inj fa 10 ml;ROCHE;7896226505879DF;actemra;ROCHE;1;Perdido;;28/01/2026;R$ 2.049,06;28/01/2026;Filial;3069-Bruna Faria;R$ 2.049,06;Sudeste;Medicamentos;28/01/2026
563882;4,86447E+13;Croma Oncologia (Abpf) (Croma Lapa);SP;620;actemra 162 mg (180 mgml) sol inj ser pre 0,9 ml;ROCHE;7,89623E+12;actemra 4ser preenc 162mg 0,9ml inj;ROCHE;1;Perdido;;28/01/2026;R$ 5.507,13;28/01/2026;Filial;3069-Bruna Faria;R$ 5.507,13;Sudeste;Medicamentos;28/01/2026
563907;4,51861E+13;Santa Casa São José Dos Campos (Scsjc);SP;54371;carboximaltose ferrica (ferinject) 50mg/ml fa 10ml;BLANVER FARMOQUIMICA E FARMACEUTICA S A ;7,89858E+12;ferinject injet 50mg 1fa x 10ml;BLANVER FARMOQUIMICA E FARMACEUTICA S A ;4;Perdido;;27/01/2026;R$ 571,17;28/01/2026;Filial;50481-Vanusa Garcia;R$ 2.284,68;Sudeste;Dietas enterais;28/01/2026
563907;4,51861E+13;Santa Casa São José Dos Campos (Scsjc);SP;54371;carboximaltose ferrica (ferinject) 50mg/ml fa 10ml;BLANVER FARMOQUIMICA E FARMACEUTICA S A ;7,89858E+12;ferinject injet 50mg 1fa x 10ml;BLANVER FARMOQUIMICA E FARMACEUTICA S A ;4;Perdido;;27/01/2026;R$ 571,17;28/01/2026;Filial;50481-Vanusa Garcia;R$ 2.284,68;Sudeste;Medicamentos;28/01/2026
563907;4,51861E+13;Santa Casa São José Dos Campos (Scsjc);SP;54191;irinotecano 100mg/5ml frasco ampola;ACCORD FARMACEUTICA LTDA;7,8989E+12;cloridrato de irinotecano 1fa 5ml 20mg/ml inj;ACCORD FARMACEUTICA LTDA;50;Perdido;;27/01/2026;R$ 36,64;28/01/2026;Filial;50481-Vanusa Garcia;R$ 1.832,00;Sudeste;Medicamentos;28/01/2026
563907;4,51861E+13;Santa Casa São José Dos Campos (Scsjc);SP;62061;benralizumabe (fasenra) 30mg/ml seringa preenchida 1ml;SEM VINCULO;FASENRA 1SER PREENC 1ML 30MG/ML + CAN APLIC INJ;fasenra;ASTRAZENECA DO BRASIL LTDA;1;Perdido;;27/01/2026;R$ 13.567,45;28/01/2026;Filial;50481-Vanusa Garcia;R$ 13.567,45;Sudeste;Medicamentos;28/01/2026
563907;4,51861E+13;Santa Casa São José Dos Campos (Scsjc);SP;57679;mepolizumabe (nucala) 100mg/ml caneta 1ml;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GLAXOSMITHKLINE BRASIL LTDA;1;Perdido;;27/01/2026;R$ 8.763,45;28/01/2026;Filial;50481-Vanusa Garcia;R$ 8.763,45;Sudeste;Medicamentos;28/01/2026
563926;6,09757E+13;Gsc - Grupo São Camilo (São Paulo/Sp) (Hscp);SP;12345;ropolivy 140 mg;SEM VINCULO;7,61333E+12;ropolivy 1fa 140mg sol inj;ROCHE;50;Perdido;;27/01/2026;R$ 68.325,81;28/01/2026;Filial;3069-Bruna Faria;R$ 3.416.290,50;Sudeste;Medicamentos;28/01/2026
